event_id,source_ip,username,failed_attempts_10m,unique_usernames_10m,login_hour,geo_risk_score,ip_reputation_score,login_velocity_1h,success_ratio_1h,device_change_flag,is_anomaly,scenario
EVT-01132,10.48.86.202,user_323,0,1,22,17.64,10.13,8.89,0.931,0,0,legitimate_login_activity
EVT-02678,10.237.91.76,user_113,22,18,4,58.95,100.0,78.39,0.114,1,1,credential_stuffing_T1110
EVT-00016,10.247.114.227,user_321,0,1,15,13.52,12.44,11.16,0.827,0,0,legitimate_login_activity
EVT-01667,10.173.127.51,user_189,0,1,9,14.38,5.47,0.0,0.908,0,0,legitimate_login_activity
EVT-00722,10.232.243.235,user_383,0,1,14,25.17,25.37,13.71,0.988,0,0,legitimate_login_activity
EVT-02427,10.197.89.61,user_653,45,3,3,75.36,88.62,113.63,0.058,1,1,brute_force_T1110
EVT-00982,10.48.209.28,user_190,3,1,17,13.52,27.61,10.6,0.968,1,0,legitimate_login_activity
EVT-02472,10.111.130.57,user_163,36,1,4,86.1,92.18,102.73,0.054,1,1,brute_force_T1110
EVT-02229,10.96.41.49,user_495,0,1,12,23.41,0.0,5.98,0.925,0,0,legitimate_login_activity
EVT-00364,10.36.128.114,user_851,0,1,15,22.54,19.23,19.43,0.933,0,0,legitimate_login_activity
EVT-01707,10.222.8.208,user_908,2,1,11,13.61,38.44,3.86,0.934,0,0,legitimate_login_activity
EVT-00183,10.110.151.132,user_313,0,2,7,16.95,26.96,14.63,0.754,0,0,legitimate_login_activity
EVT-00986,10.253.26.124,user_851,1,2,9,33.06,35.52,2.55,1.0,0,0,legitimate_login_activity
EVT-01702,10.127.28.164,user_857,0,2,14,11.01,11.84,4.08,0.953,0,0,legitimate_login_activity
EVT-01195,10.53.79.192,user_187,0,1,13,3.43,21.26,3.22,0.957,0,0,legitimate_login_activity
EVT-01508,10.178.137.251,user_146,1,1,18,16.54,9.52,15.13,0.748,0,0,legitimate_login_activity
EVT-01832,10.53.197.48,user_369,0,2,9,12.82,10.73,6.41,0.899,0,0,legitimate_login_activity
EVT-01122,10.209.41.191,user_570,0,1,9,24.52,23.09,1.1,0.891,0,0,legitimate_login_activity
EVT-00188,10.12.126.47,user_587,0,1,7,6.28,24.77,3.3,1.0,0,0,legitimate_login_activity
EVT-00620,10.149.134.187,user_837,0,1,20,15.54,38.36,9.66,0.969,0,0,legitimate_login_activity
EVT-01382,10.114.33.71,user_175,0,1,11,12.51,27.03,3.36,0.834,0,0,legitimate_login_activity
EVT-01176,10.54.34.23,user_220,0,1,12,0.0,16.35,10.03,0.894,0,0,legitimate_login_activity
EVT-02340,10.174.118.71,user_737,0,1,19,33.31,32.07,9.78,0.795,0,0,legitimate_login_activity
EVT-02013,10.148.83.111,user_942,0,1,14,26.72,37.33,6.9,0.774,0,0,legitimate_login_activity
EVT-00615,10.208.215.189,user_512,1,1,22,5.74,18.76,2.5,0.868,1,0,legitimate_login_activity
EVT-01838,10.203.231.221,user_786,1,1,16,21.19,12.36,9.88,0.998,0,0,legitimate_login_activity
EVT-00995,10.204.209.183,user_233,1,2,20,22.46,7.01,4.42,0.902,0,0,legitimate_login_activity
EVT-00935,10.252.17.44,user_762,0,1,11,21.57,22.07,0.73,0.944,0,0,legitimate_login_activity
EVT-00372,10.75.50.125,user_934,0,2,17,20.2,39.3,10.61,0.882,0,0,legitimate_login_activity
EVT-02617,10.75.224.217,user_998,9,22,5,68.41,86.83,110.78,0.201,1,1,credential_stuffing_T1110
EVT-02164,10.30.225.142,user_141,0,1,20,36.5,4.56,2.7,0.763,1,0,legitimate_login_activity
EVT-00594,10.174.12.87,user_379,0,1,17,31.57,26.56,14.56,0.979,0,0,legitimate_login_activity
EVT-00727,10.160.116.178,user_990,0,1,8,31.55,14.87,5.76,0.95,1,0,legitimate_login_activity
EVT-00827,10.20.35.166,user_594,1,1,8,13.01,0.0,10.56,0.863,0,0,legitimate_login_activity
EVT-00688,10.143.38.183,user_646,0,1,16,10.03,30.48,12.44,1.0,0,0,legitimate_login_activity
EVT-02036,10.165.7.199,user_593,0,1,17,36.88,13.82,3.8,0.747,0,0,legitimate_login_activity
EVT-00137,10.238.4.45,user_971,0,1,13,6.35,12.04,14.76,0.983,0,0,legitimate_login_activity
EVT-00629,10.157.46.166,user_595,2,1,22,29.37,14.31,6.47,0.707,1,0,legitimate_login_activity
EVT-00335,10.142.226.33,user_300,1,1,22,15.86,19.11,4.04,1.0,0,0,legitimate_login_activity
EVT-01813,10.103.4.108,user_814,0,2,12,0.0,15.67,12.01,1.0,0,0,legitimate_login_activity
EVT-02123,10.210.45.7,user_838,0,1,12,20.55,30.07,9.96,0.759,0,0,legitimate_login_activity
EVT-01110,10.54.100.234,user_622,0,3,12,17.42,27.38,4.45,0.988,0,0,legitimate_login_activity
EVT-02601,10.82.243.71,user_101,20,22,4,62.37,80.82,84.26,0.24,1,1,credential_stuffing_T1110
EVT-02486,10.87.195.147,user_133,39,3,3,76.68,91.38,89.36,0.094,1,1,brute_force_T1110
EVT-00711,10.183.248.132,user_141,0,3,16,13.95,19.88,0.0,0.899,0,0,legitimate_login_activity
EVT-01040,10.164.7.221,user_534,0,1,11,51.21,15.48,8.98,0.955,0,0,legitimate_login_activity
EVT-01610,10.137.234.124,user_521,0,2,10,24.17,3.95,17.27,0.849,0,0,legitimate_login_activity
EVT-02755,10.136.214.105,user_180,15,10,5,47.22,89.11,122.02,0.131,1,1,credential_stuffing_T1110
EVT-01771,10.232.236.54,user_653,0,2,21,15.1,22.11,5.06,0.832,0,0,legitimate_login_activity
EVT-02543,10.56.93.88,user_540,36,2,1,87.29,68.42,104.26,0.077,0,1,brute_force_T1110
EVT-02323,10.230.143.140,user_875,2,1,22,30.46,38.84,1.06,0.759,0,0,legitimate_login_activity
EVT-01113,10.133.13.218,user_469,0,1,11,14.84,32.96,7.08,0.859,0,0,legitimate_login_activity
EVT-00466,10.151.158.166,user_471,0,1,18,16.68,12.24,3.52,0.945,0,0,legitimate_login_activity
EVT-01224,10.56.37.25,user_420,1,2,13,13.4,25.09,4.65,0.836,0,0,legitimate_login_activity
EVT-01921,10.32.42.50,user_681,0,1,14,14.27,0.91,4.58,0.885,0,0,legitimate_login_activity
EVT-02731,10.74.173.234,user_902,12,10,3,59.06,94.57,81.8,0.227,0,1,credential_stuffing_T1110
EVT-02348,10.133.155.221,user_501,1,1,16,14.76,16.98,4.45,0.777,0,0,legitimate_login_activity
EVT-01105,10.237.58.103,user_396,0,1,11,11.93,24.8,6.12,0.753,0,0,legitimate_login_activity
EVT-01701,10.140.139.62,user_217,2,1,15,23.28,25.13,5.68,0.723,0,0,legitimate_login_activity
EVT-00339,10.132.213.98,user_363,0,1,13,12.58,23.7,0.0,0.917,0,0,legitimate_login_activity
EVT-01779,10.155.18.188,user_788,2,1,10,20.01,18.97,11.59,0.881,0,0,legitimate_login_activity
EVT-02756,10.47.131.161,user_921,15,25,1,61.91,69.34,74.35,0.155,1,1,credential_stuffing_T1110
EVT-02692,10.223.49.98,user_433,18,18,1,71.38,78.33,93.94,0.11,1,1,credential_stuffing_T1110
EVT-01568,10.15.139.217,user_523,0,3,20,15.24,10.68,9.51,0.922,0,0,legitimate_login_activity
EVT-01438,10.218.89.25,user_867,0,1,22,7.66,11.57,9.04,0.778,0,0,legitimate_login_activity
EVT-02741,10.233.173.26,user_651,18,28,23,61.93,93.38,75.5,0.099,1,1,credential_stuffing_T1110
EVT-00817,10.198.44.214,user_467,0,1,11,8.82,24.94,2.0,0.931,0,0,legitimate_login_activity
EVT-01068,10.232.196.36,user_558,1,1,20,20.36,18.91,6.54,0.863,0,0,legitimate_login_activity
EVT-00275,10.35.166.159,user_527,3,1,13,22.16,33.05,1.31,0.572,0,0,legitimate_login_activity
EVT-02723,10.97.76.206,user_545,24,9,4,47.94,74.21,145.02,0.095,1,1,credential_stuffing_T1110
EVT-00866,10.43.128.184,user_675,0,1,18,26.0,10.8,5.84,0.986,0,0,legitimate_login_activity
EVT-00102,10.228.138.36,user_367,0,1,20,24.65,20.53,16.43,0.986,0,0,legitimate_login_activity
EVT-01901,10.159.97.71,user_297,0,1,17,11.02,19.85,6.17,0.882,0,0,legitimate_login_activity
EVT-00108,10.28.157.233,user_282,0,1,17,33.42,22.21,5.09,0.678,0,0,legitimate_login_activity
EVT-01591,10.76.194.46,user_591,0,2,16,22.72,25.58,8.25,0.766,0,0,legitimate_login_activity
EVT-02749,10.175.228.188,user_403,14,24,2,62.09,80.37,100.45,0.091,0,1,credential_stuffing_T1110
EVT-02443,10.145.7.105,user_417,46,2,2,72.8,79.95,156.16,0.174,1,1,brute_force_T1110
EVT-01671,10.215.14.153,user_105,0,1,15,18.69,13.8,11.47,0.918,0,0,legitimate_login_activity
EVT-01503,10.74.150.68,user_998,0,1,12,38.89,21.35,11.35,0.874,0,0,legitimate_login_activity
EVT-01678,10.213.92.38,user_366,0,1,21,14.8,41.33,11.17,0.751,0,0,legitimate_login_activity
EVT-02475,10.147.198.77,user_133,26,1,4,74.33,79.47,116.16,0.089,0,1,brute_force_T1110
EVT-02151,10.201.206.250,user_709,0,1,10,26.19,25.55,5.37,0.761,0,0,legitimate_login_activity
EVT-02010,10.178.135.71,user_729,1,1,13,12.72,14.24,4.08,0.82,0,0,legitimate_login_activity
EVT-02065,10.68.22.82,user_660,0,1,19,25.09,35.65,9.1,0.952,0,0,legitimate_login_activity
EVT-00713,10.139.6.137,user_281,0,1,10,19.81,38.54,9.3,0.73,0,0,legitimate_login_activity
EVT-00073,10.21.25.114,user_610,0,1,22,26.69,12.36,4.31,0.773,0,0,legitimate_login_activity
EVT-02359,10.181.151.207,user_793,0,1,10,12.34,18.99,4.11,0.84,0,0,legitimate_login_activity
EVT-02657,10.86.21.133,user_756,15,23,22,50.32,81.65,87.64,0.266,1,1,credential_stuffing_T1110
EVT-00482,10.110.36.10,user_713,0,1,16,22.65,24.55,9.09,0.768,1,0,legitimate_login_activity
EVT-02041,10.59.152.204,user_354,1,1,21,15.44,30.45,6.18,0.76,0,0,legitimate_login_activity
EVT-01742,10.209.135.126,user_914,0,1,10,24.33,17.92,4.79,0.854,1,0,legitimate_login_activity
EVT-02726,10.139.71.239,user_125,18,14,22,63.92,83.7,105.45,0.111,0,1,credential_stuffing_T1110
EVT-01172,10.36.67.247,user_825,0,1,8,14.76,25.72,17.71,0.838,0,0,legitimate_login_activity
EVT-02258,10.175.246.140,user_644,0,1,19,28.61,20.0,0.0,0.847,0,0,legitimate_login_activity
EVT-01805,10.129.227.80,user_793,1,1,21,14.3,10.85,9.15,0.857,0,0,legitimate_login_activity
EVT-02172,10.26.206.79,user_412,0,1,15,8.97,3.82,7.47,0.826,1,0,legitimate_login_activity
EVT-02442,10.38.145.131,user_574,35,1,0,81.49,79.91,33.68,0.133,1,1,brute_force_T1110
EVT-00406,10.29.129.187,user_380,0,3,18,30.76,10.39,10.19,0.8,0,0,legitimate_login_activity
EVT-00758,10.81.76.118,user_543,0,1,8,13.53,23.42,7.42,0.855,0,0,legitimate_login_activity
EVT-02352,10.28.237.39,user_167,1,1,12,14.47,26.7,18.28,1.0,0,0,legitimate_login_activity
EVT-01991,10.190.62.127,user_219,0,1,8,21.3,3.95,4.62,1.0,0,0,legitimate_login_activity
EVT-01874,10.43.6.12,user_698,0,1,18,12.68,34.62,0.0,0.944,0,0,legitimate_login_activity
EVT-00098,10.68.243.85,user_322,0,1,10,13.0,17.56,15.4,0.843,0,0,legitimate_login_activity
EVT-01334,10.133.81.215,user_480,0,2,14,35.23,7.73,10.27,1.0,0,0,legitimate_login_activity
EVT-02408,10.219.118.104,user_382,44,2,0,93.63,71.49,84.63,0.105,1,1,brute_force_T1110
EVT-00744,10.250.161.18,user_230,0,1,8,13.03,18.91,7.87,0.938,0,0,legitimate_login_activity
EVT-00807,10.74.107.66,user_471,0,1,14,23.67,24.4,1.16,1.0,0,0,legitimate_login_activity
EVT-02555,10.215.134.6,user_917,27,2,0,66.37,77.44,95.9,0.067,1,1,brute_force_T1110
EVT-01619,10.15.176.215,user_779,1,1,14,11.72,11.07,10.76,0.733,1,0,legitimate_login_activity
EVT-02303,10.8.9.41,user_323,0,1,10,18.98,20.85,8.97,1.0,0,0,legitimate_login_activity
EVT-01757,10.178.133.47,user_681,1,1,18,8.2,26.84,7.54,0.782,0,0,legitimate_login_activity
EVT-01718,10.158.67.177,user_140,0,1,13,10.76,23.28,7.95,0.809,0,0,legitimate_login_activity
EVT-00149,10.130.169.80,user_931,0,1,8,24.0,14.31,6.38,1.0,0,0,legitimate_login_activity
EVT-01511,10.8.33.179,user_315,0,1,15,22.42,12.39,5.0,0.867,0,0,legitimate_login_activity
EVT-01761,10.182.183.210,user_503,0,1,9,27.78,21.55,7.35,0.892,0,0,legitimate_login_activity
EVT-01625,10.16.150.49,user_741,0,2,9,9.58,30.54,6.48,0.846,0,0,legitimate_login_activity
EVT-01978,10.138.86.82,user_678,0,1,9,20.04,16.84,7.31,0.947,0,0,legitimate_login_activity
EVT-00693,10.118.112.66,user_389,0,1,18,18.5,18.26,4.78,0.857,0,0,legitimate_login_activity
EVT-00819,10.211.121.214,user_317,0,1,15,13.99,30.22,5.87,0.889,0,0,legitimate_login_activity
EVT-01387,10.51.8.103,user_785,1,1,20,14.3,22.88,12.75,0.74,0,0,legitimate_login_activity
EVT-02099,10.18.181.38,user_863,0,1,7,12.39,21.59,8.12,0.859,0,0,legitimate_login_activity
EVT-01767,10.44.215.18,user_740,0,1,20,17.69,9.01,9.58,0.788,0,0,legitimate_login_activity
EVT-02263,10.165.8.63,user_462,0,1,16,13.43,13.76,12.84,0.848,0,0,legitimate_login_activity
EVT-00702,10.33.222.70,user_482,0,1,7,27.22,18.17,9.73,0.966,0,0,legitimate_login_activity
EVT-02448,10.84.112.36,user_842,26,2,2,40.04,67.25,115.57,0.0,1,1,brute_force_T1110
EVT-00922,10.10.52.136,user_969,0,1,21,31.54,21.72,9.5,0.839,0,0,legitimate_login_activity
EVT-01425,10.238.80.9,user_309,0,1,16,18.45,24.62,5.68,0.787,0,0,legitimate_login_activity
EVT-00906,10.118.111.176,user_591,0,1,18,16.06,21.02,19.09,0.824,0,0,legitimate_login_activity
EVT-00455,10.90.52.141,user_216,1,1,13,19.74,17.42,2.85,0.826,0,0,legitimate_login_activity
EVT-02276,10.130.137.14,user_144,0,3,13,24.28,23.17,0.07,0.781,0,0,legitimate_login_activity
EVT-02119,10.188.93.178,user_505,0,1,9,16.67,15.74,16.72,1.0,0,0,legitimate_login_activity
EVT-01509,10.204.117.5,user_542,0,1,10,14.32,6.34,14.96,0.895,0,0,legitimate_login_activity
EVT-00168,10.166.245.221,user_537,0,1,11,21.67,0.0,3.79,0.899,0,0,legitimate_login_activity
EVT-00731,10.93.105.73,user_401,0,1,16,15.95,32.0,7.46,0.607,0,0,legitimate_login_activity
EVT-01937,10.123.97.170,user_669,0,1,21,25.45,13.89,9.91,0.972,0,0,legitimate_login_activity
EVT-01311,10.181.20.179,user_707,0,1,9,4.46,18.88,9.25,0.691,0,0,legitimate_login_activity
EVT-00027,10.144.171.239,user_113,0,1,13,28.21,23.69,6.04,0.92,0,0,legitimate_login_activity
EVT-01651,10.84.13.199,user_328,0,1,14,18.0,19.9,10.35,0.825,0,0,legitimate_login_activity
EVT-01867,10.192.196.86,user_870,1,1,13,15.24,24.09,4.12,0.759,0,0,legitimate_login_activity
EVT-02623,10.233.29.173,user_970,16,23,3,75.99,66.85,119.7,0.084,1,1,credential_stuffing_T1110
EVT-00998,10.163.50.218,user_717,2,1,9,23.89,5.64,10.91,0.711,0,0,legitimate_login_activity
EVT-01177,10.48.31.97,user_249,1,1,12,15.48,13.3,5.9,0.869,1,0,legitimate_login_activity
EVT-01041,10.159.254.120,user_730,0,1,7,27.56,26.36,11.47,0.863,0,0,legitimate_login_activity
EVT-01992,10.16.245.140,user_979,0,1,14,24.92,9.72,0.0,0.851,0,0,legitimate_login_activity
EVT-01545,10.70.45.26,user_465,0,1,15,21.11,35.92,11.49,0.912,0,0,legitimate_login_activity
EVT-02177,10.214.87.17,user_478,1,3,18,33.67,11.18,3.73,0.937,0,0,legitimate_login_activity
EVT-01380,10.66.224.129,user_643,0,1,9,10.23,18.85,13.8,0.912,0,0,legitimate_login_activity
EVT-00042,10.120.218.144,user_659,0,1,9,21.96,35.15,13.1,0.948,0,0,legitimate_login_activity
EVT-02725,10.124.145.18,user_599,21,29,22,52.32,93.99,137.61,0.059,1,1,credential_stuffing_T1110
EVT-02217,10.140.154.51,user_494,0,1,16,21.66,9.99,19.39,0.894,0,0,legitimate_login_activity
EVT-02403,10.77.51.140,user_150,44,3,0,75.95,72.52,88.75,0.08,0,1,brute_force_T1110
EVT-02748,10.226.103.116,user_214,12,23,1,82.32,86.24,130.86,0.108,1,1,credential_stuffing_T1110
EVT-02531,10.204.228.125,user_423,29,4,1,56.72,69.69,106.26,0.069,1,1,brute_force_T1110
EVT-00610,10.251.156.250,user_436,1,1,16,25.46,17.63,5.93,0.642,0,0,legitimate_login_activity
EVT-01133,10.116.244.3,user_741,0,1,20,7.83,25.35,3.42,0.951,0,0,legitimate_login_activity
EVT-00029,10.160.178.25,user_923,1,1,11,16.75,10.91,13.12,0.648,0,0,legitimate_login_activity
EVT-00442,10.226.221.48,user_790,0,2,20,32.08,25.17,2.56,0.686,0,0,legitimate_login_activity
EVT-01831,10.121.199.45,user_305,0,1,14,16.36,3.51,3.26,0.895,0,0,legitimate_login_activity
EVT-01939,10.151.15.104,user_928,1,1,11,9.43,10.61,8.68,0.842,0,0,legitimate_login_activity
EVT-00494,10.106.39.1,user_758,0,1,20,19.91,31.48,16.99,0.656,0,0,legitimate_login_activity
EVT-01259,10.110.48.136,user_468,1,1,8,23.32,17.59,12.63,1.0,0,0,legitimate_login_activity
EVT-01302,10.4.222.194,user_405,0,1,19,12.56,34.61,13.34,0.816,0,0,legitimate_login_activity
EVT-02174,10.11.2.21,user_356,2,2,20,23.51,33.98,10.54,1.0,0,0,legitimate_login_activity
EVT-01383,10.106.218.220,user_332,1,1,7,13.46,19.3,0.0,0.733,0,0,legitimate_login_activity
EVT-01305,10.49.140.201,user_237,0,1,18,12.51,22.28,13.3,0.923,0,0,legitimate_login_activity
EVT-00237,10.121.119.173,user_828,1,1,16,14.8,21.07,3.27,0.715,0,0,legitimate_login_activity
EVT-00552,10.152.40.59,user_470,1,1,12,16.81,30.23,7.38,0.849,0,0,legitimate_login_activity
EVT-00521,10.74.65.64,user_114,0,1,8,20.76,21.27,8.6,0.737,0,0,legitimate_login_activity
EVT-02611,10.152.53.103,user_111,9,19,22,46.38,100.0,117.41,0.177,1,1,credential_stuffing_T1110
EVT-01233,10.79.105.74,user_174,0,2,7,23.18,22.71,3.28,0.726,0,0,legitimate_login_activity
EVT-01139,10.152.105.157,user_674,0,1,9,33.04,32.04,13.56,0.909,0,0,legitimate_login_activity
EVT-00721,10.206.63.103,user_404,0,1,10,23.39,33.83,8.49,0.764,0,0,legitimate_login_activity
EVT-00736,10.203.35.214,user_242,1,1,16,9.06,20.37,5.61,0.876,0,0,legitimate_login_activity
EVT-02445,10.237.15.156,user_347,37,4,4,86.47,71.48,117.72,0.001,1,1,brute_force_T1110
EVT-00059,10.177.118.183,user_228,0,1,14,21.4,27.13,4.5,0.805,1,0,legitimate_login_activity
EVT-00632,10.181.35.217,user_374,0,1,11,11.02,33.69,9.14,0.761,0,0,legitimate_login_activity
EVT-01182,10.197.10.161,user_172,0,1,22,16.1,18.17,3.77,0.888,0,0,legitimate_login_activity
EVT-02016,10.121.29.145,user_295,0,1,21,15.64,6.88,10.74,0.932,0,0,legitimate_login_activity
EVT-00593,10.85.42.79,user_767,2,1,15,21.43,3.64,13.98,0.687,0,0,legitimate_login_activity
EVT-01304,10.231.60.247,user_234,1,1,22,19.87,8.78,9.25,0.774,1,0,legitimate_login_activity
EVT-01388,10.100.144.51,user_630,0,1,12,24.99,31.15,13.57,1.0,0,0,legitimate_login_activity
EVT-02412,10.214.82.100,user_214,20,4,0,66.11,89.5,91.25,0.067,1,1,brute_force_T1110
EVT-02026,10.2.77.47,user_706,0,2,21,21.28,16.45,0.0,1.0,0,0,legitimate_login_activity
EVT-01577,10.29.169.234,user_840,0,1,18,31.95,31.55,9.36,0.829,0,0,legitimate_login_activity
EVT-00940,10.221.33.180,user_262,0,1,8,22.02,29.31,2.8,0.958,1,0,legitimate_login_activity
EVT-02625,10.113.50.201,user_516,16,19,23,53.35,74.03,159.63,0.164,1,1,credential_stuffing_T1110
EVT-01250,10.251.234.231,user_296,0,1,18,21.48,24.88,3.28,0.942,0,0,legitimate_login_activity
EVT-00905,10.239.133.129,user_261,0,1,12,27.72,23.98,13.0,0.794,0,0,legitimate_login_activity
EVT-01280,10.153.244.243,user_689,1,1,13,24.73,15.64,6.35,0.83,0,0,legitimate_login_activity
EVT-02210,10.157.111.75,user_220,0,1,9,18.38,23.44,0.0,1.0,0,0,legitimate_login_activity
EVT-02651,10.214.119.134,user_311,21,27,2,60.46,74.51,132.88,0.144,1,1,credential_stuffing_T1110
EVT-02712,10.66.17.83,user_848,8,16,2,55.08,82.47,82.41,0.249,1,1,credential_stuffing_T1110
EVT-01746,10.219.142.210,user_682,1,1,19,4.27,12.04,8.23,0.717,0,0,legitimate_login_activity
EVT-01143,10.122.225.199,user_280,0,1,22,27.0,15.63,9.2,0.883,0,0,legitimate_login_activity
EVT-02190,10.24.41.49,user_459,0,1,19,15.08,10.16,6.81,1.0,0,0,legitimate_login_activity
EVT-00707,10.139.179.196,user_775,0,1,20,3.75,9.6,0.0,0.835,0,0,legitimate_login_activity
EVT-02715,10.196.48.10,user_390,22,26,4,49.96,73.8,79.28,0.263,0,1,credential_stuffing_T1110
EVT-01023,10.211.180.38,user_655,1,1,14,10.1,23.69,8.82,0.777,0,0,legitimate_login_activity
EVT-00746,10.201.64.69,user_569,0,1,22,19.8,2.88,0.0,0.883,0,0,legitimate_login_activity
EVT-01547,10.157.234.215,user_175,2,1,7,11.76,15.72,10.27,0.791,0,0,legitimate_login_activity
EVT-02166,10.204.156.224,user_783,0,1,20,11.12,21.69,16.78,0.669,0,0,legitimate_login_activity
EVT-01750,10.237.229.146,user_545,0,1,13,20.94,27.88,13.44,0.942,0,0,legitimate_login_activity
EVT-00514,10.158.121.62,user_823,0,1,17,20.43,22.37,10.33,0.948,0,0,legitimate_login_activity
EVT-00082,10.166.160.22,user_348,0,1,18,6.34,15.84,9.73,0.704,0,0,legitimate_login_activity
EVT-02453,10.51.91.199,user_604,15,3,3,82.28,58.61,131.03,0.041,0,1,brute_force_T1110
EVT-01309,10.163.146.128,user_114,0,2,13,18.97,36.22,9.71,0.814,0,0,legitimate_login_activity
EVT-00915,10.131.241.51,user_379,0,1,21,3.74,20.65,14.26,0.867,0,0,legitimate_login_activity
EVT-01405,10.106.182.175,user_268,0,1,13,22.53,9.31,13.36,0.716,0,0,legitimate_login_activity
EVT-02546,10.206.127.174,user_139,43,3,4,88.96,90.34,47.3,0.059,1,1,brute_force_T1110
EVT-01109,10.111.199.41,user_745,0,1,14,19.44,18.93,2.33,0.985,0,0,legitimate_login_activity
EVT-00151,10.244.235.127,user_804,0,1,15,12.9,21.75,13.28,0.798,0,0,legitimate_login_activity
EVT-00775,10.86.166.190,user_220,0,1,15,19.62,19.78,5.12,0.934,0,0,legitimate_login_activity
EVT-00330,10.81.63.201,user_152,2,1,14,8.58,27.87,4.05,0.93,0,0,legitimate_login_activity
EVT-00007,10.214.115.128,user_987,0,1,22,25.35,31.32,16.39,0.913,0,0,legitimate_login_activity
EVT-00944,10.33.235.203,user_681,1,1,21,13.97,13.14,5.61,0.831,0,0,legitimate_login_activity
EVT-01955,10.147.53.232,user_924,0,1,13,17.52,10.7,12.94,0.998,1,0,legitimate_login_activity
EVT-00735,10.10.86.116,user_696,1,1,17,16.6,18.21,12.09,0.798,0,0,legitimate_login_activity
EVT-00910,10.11.148.118,user_844,0,1,20,10.65,30.27,11.14,0.942,1,0,legitimate_login_activity
EVT-00469,10.46.40.89,user_356,2,1,7,27.06,44.3,8.01,0.839,0,0,legitimate_login_activity
EVT-00182,10.45.212.14,user_134,0,1,14,0.0,26.15,9.95,0.909,0,0,legitimate_login_activity
EVT-00165,10.192.154.74,user_990,0,1,21,22.69,25.54,1.05,0.856,1,0,legitimate_login_activity
EVT-01809,10.77.64.211,user_107,0,1,20,22.0,31.64,5.56,0.708,0,0,legitimate_login_activity
EVT-00452,10.233.56.127,user_589,0,1,7,12.94,3.52,0.0,0.812,0,0,legitimate_login_activity
EVT-00491,10.229.178.115,user_899,0,1,16,9.53,34.96,1.9,0.908,0,0,legitimate_login_activity
EVT-01714,10.253.96.5,user_233,1,1,15,16.68,10.53,0.0,0.865,0,0,legitimate_login_activity
EVT-01144,10.77.64.196,user_735,1,1,12,32.86,20.04,0.0,0.781,0,0,legitimate_login_activity
EVT-01312,10.186.47.216,user_163,0,1,11,21.13,32.67,3.31,0.658,0,0,legitimate_login_activity
EVT-02067,10.41.44.239,user_579,0,1,10,30.98,30.13,9.63,0.985,0,0,legitimate_login_activity
EVT-01112,10.216.19.58,user_105,0,1,12,12.16,20.45,0.0,0.91,0,0,legitimate_login_activity
EVT-02633,10.97.90.28,user_772,21,9,1,76.88,82.49,110.07,0.083,1,1,credential_stuffing_T1110
EVT-01442,10.68.247.100,user_840,0,3,19,8.99,14.05,9.52,0.899,0,0,legitimate_login_activity
EVT-01614,10.237.194.32,user_926,2,2,19,13.8,16.37,4.78,0.981,0,0,legitimate_login_activity
EVT-02290,10.63.190.20,user_164,0,2,19,16.21,31.54,14.33,0.776,0,0,legitimate_login_activity
EVT-01075,10.198.198.155,user_170,0,1,14,26.53,29.97,7.1,0.874,0,0,legitimate_login_activity
EVT-01814,10.142.132.131,user_470,0,1,16,23.17,27.11,0.0,0.853,0,0,legitimate_login_activity
EVT-01860,10.238.116.98,user_595,0,2,15,16.54,22.62,9.73,0.988,0,0,legitimate_login_activity
EVT-02155,10.61.29.34,user_467,1,1,7,11.37,11.81,0.0,0.879,0,0,legitimate_login_activity
EVT-02087,10.187.240.32,user_490,0,2,16,10.85,27.03,6.85,0.698,0,0,legitimate_login_activity
EVT-02117,10.122.173.87,user_993,0,2,18,13.91,30.52,11.97,1.0,0,0,legitimate_login_activity
EVT-00328,10.179.139.165,user_323,0,1,11,30.65,0.0,12.59,0.983,1,0,legitimate_login_activity
EVT-00443,10.173.22.172,user_475,0,1,21,5.77,16.36,4.67,0.826,0,0,legitimate_login_activity
EVT-01953,10.121.93.87,user_376,1,1,13,26.72,31.13,7.01,0.926,0,0,legitimate_login_activity
EVT-02388,10.195.159.202,user_958,0,1,22,22.73,16.49,8.71,0.959,1,0,legitimate_login_activity
EVT-00833,10.204.226.9,user_683,0,1,22,26.29,17.34,6.63,0.818,0,0,legitimate_login_activity
EVT-02658,10.129.75.9,user_553,18,11,0,87.98,84.87,104.44,0.174,1,1,credential_stuffing_T1110
EVT-01859,10.182.137.147,user_993,1,1,18,12.46,21.87,13.07,0.915,0,0,legitimate_login_activity
EVT-01415,10.210.9.90,user_261,0,1,13,11.67,15.46,7.89,0.796,0,0,legitimate_login_activity
EVT-01202,10.159.235.35,user_284,0,1,17,19.11,0.0,10.0,0.675,0,0,legitimate_login_activity
EVT-01500,10.99.63.88,user_848,2,1,20,19.2,18.81,15.48,0.853,1,0,legitimate_login_activity
EVT-01612,10.61.249.135,user_635,1,3,10,19.07,7.53,11.05,0.999,0,0,legitimate_login_activity
EVT-00087,10.45.150.202,user_691,0,1,22,9.93,2.75,7.13,1.0,0,0,legitimate_login_activity
EVT-01404,10.155.39.181,user_741,0,3,16,16.48,15.0,10.31,0.941,0,0,legitimate_login_activity
